#Orgánico,Funcional,Económico,R,Denominación Aplicación,Crédito Inicial 2021,Crédito Definitivo 2021,Obligado 
0116,2371,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,7623.0,7623.0,7789.04
0116,2371,22115,,Material técnico específico,100.0,100.0,0.0
0116,2371,22734,,Programa de ocio y tiempo libre,364000.0,364000.0,328960.94
0116,2371,22734,R,Programa de ocio y tiempo libre,0.0,66000.0,57525.09
0116,2371,22736,,Contrato servicios juventud,106500.0,106500.0,128890.16
0116,2371,22737,,Oficina municipal de información joven,6000.0,6000.0,5981.64
0116,2371,22775,,Plan joven,100000.0,100000.0,68646.84
0116,2371,41924,,Convenio consejo juventud Euskadi-fomento participación juvenil,10500.0,10500.0,8400.0
0116,2371,41924,R,Convenio consejo juventud Euskadi-fomento participación juvenil,0.0,2100.0,2100.0
0116,2371,48935,,Convocatoria general de subvenciones,25000.0,25000.0,20000.0
0116,2371,48936,,Convocatoria jóvenes informadores en EEMM,10000.0,10000.0,5000.0
0116,2371,48936,R,Convocatoria jóvenes informadores en EEMM,0.0,5000.0,4500.0
0116,2371,62505,,Otros enseres,1000.0,1000.0,189.5
0116,2371,62800,,Adquisición publicaciones y libros,1000.0,1000.0,991.15
0125,9124,12000,,Retribuciones básicas de funcionarios,108912.0,108912.0,116704.67
0125,9124,12100,,Retribuciones complementarias funcionarios,176446.0,176446.0,186390.66
0125,9124,14100,,Otro personal,79194.0,79194.0,86266.58
0125,9124,16000,,Seguridad social a cargo del ayuntamiento,99368.0,99368.0,97140.0
0125,9124,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,7236.0,7236.0,5824.39
0126,9124,11000,,Retribuciones personal eventual gabinete,1.0,1.0,0.0
0126,9124,16000,,Seguridad social a cargo del ayuntamiento,0.0,0.0,249.08
0130,9201,11000,,Retribuciones personal eventual gabinete,85614.0,85614.0,85636.96
0130,9201,12000,,Retribuciones básicas de funcionarios,225787.0,225787.0,213854.86
0130,9201,12100,,Retribuciones complementarias funcionarios,341249.0,341249.0,338095.21
0130,9201,14100,,Otro personal,0.0,0.0,20491.93
0130,9201,16000,,Seguridad social a cargo del ayuntamiento,122160.0,122160.0,128024.47
0130,9201,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,10300.0,10300.0,10147.48
0130,9201,22610,,Indemnizaciones,1000.0,27235.04,0.0
0130,9201,22617,,Honorarios y minutas,30000.0,42000.0,38394.15
0130,9201,62800,,Adquisición publicaciones y libros,0.0,14995.0,14973.48
0145,9121,11000,,Retribuciones personal eventual gabinete,166036.0,166036.0,241349.34
0145,9121,16000,,Seguridad social a cargo del ayuntamiento,31132.0,31132.0,44730.35
0160,2381,12000,,Retribuciones básicas de funcionarios,136612.0,136612.0,106015.34
0160,2381,12100,,Retribuciones complementarias funcionarios,152266.0,152266.0,119647.38
0160,2381,14100,,Otro personal,16536.0,16536.0,106019.63
0160,2381,16000,,Seguridad social a cargo del ayuntamiento,83010.0,83010.0,91726.53
0160,2381,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,4066.0,4066.0,5773.77
0160,2381,22711,,Plan para la igualdad,65000.0,65000.0,54680.42
0160,2381,22712,,Casa-escuela empoderamiento feminista,130000.0,210000.0,183066.08
0160,2381,22712,R,Casa-escuela empoderamiento feminista,0.0,4630.64,4624.62
0160,2381,22713,,Prevención y atención violencia machista,80000.0,80000.0,52871.26
0160,2381,22714,,Agenda diversidad sexual y de genero,40000.0,40000.0,35664.33
0160,2381,47132,,Convenio para la gestión de Emakumeen etxea,80000.0,0.0,0.0
0160,2381,48120,,Convenio observatorio LGTBI,75000.0,75000.0,75000.0
0160,2381,48139,,Convocatoria de subvenciones a asoc. mujeres,65000.0,65000.0,53879.19
0160,2381,62925,,Observatorio LGTBI,20000.0,20000.0,15786.99
0171,3351,12000,,Retribuciones básicas de funcionarios,203279.0,203279.0,174965.55
0171,3351,12100,,Retribuciones complementarias funcionarios,215049.0,215049.0,194622.59
0171,3351,14100,,Otro personal,0.0,0.0,72955.05
0171,3351,16000,,Seguridad social a cargo del ayuntamiento,116492.0,116492.0,135498.11
0171,3351,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,6305.0,6305.0,7809.12
0171,3351,22111,,Otros enseres,1500.0,1500.0,78.0
0171,3351,22741,,Cursos de euskera para madres y padres,300000.0,315000.0,223686.0
0171,3351,22742,,Udal langileentzako ikastaroak,8500.0,8500.0,2436.0
0171,3351,22780,,Plan euskera,171255.0,171255.0,106476.25
0171,3351,22799,,Traducciones externas euskera,20000.0,20000.0,8394.68
0171,3351,41803,,Convenio Euskaltzaindia,63000.0,63000.0,50400.0
0171,3351,41803,R,Convenio Euskaltzaindia,0.0,14600.0,14600.0
0171,3351,42302,,Convenio con la camara de comercio,5250.0,5250.0,5250.0
0171,3351,48001,,Subvenciones a particulares para estudios de euskera,150000.0,150000.0,146951.65
0171,3351,48002,,Becas y bolsas de estudio al personal,30000.0,30000.0,10800.58
0171,3351,48003,,Subvenciones cursos euskera a euskaltegi,99000.0,99000.0,99000.0
0171,3351,48005,,Subvención plan general uso del euskera,120000.0,120000.0,99264.04
0171,3351,48005,R,Subvención plan general uso del euskera,0.0,13599.99,11071.62
0171,3351,48044,,Convenio GEU,77175.0,77175.0,61740.0
0171,3351,48048,,Convenio asociación Tinko,10500.0,10500.0,8400.0
0171,3351,48048,R,Convenio asociación Tinko,0.0,2100.0,2100.0
0171,3351,48049,,Convenio asociación Euskharan,18000.0,18000.0,14400.0
0171,3351,48049,R,Convenio asociación Euskharan,0.0,3891.0,3891.0
0171,3351,48065,,Euskaraldia,50000.0,50000.0,40000.0
0171,3351,48997,,Convenio Bai Euskarari,23100.0,23100.0,18480.0
0171,3351,62800,,Adquisición publicaciones y libros,1000.0,1000.0,0.0
0180,9271,11000,,Retribuciones personal eventual gabinete,73673.0,73673.0,40986.67
0180,9271,12000,,Retribuciones básicas de funcionarios,118051.0,118051.0,108130.68
0180,9271,12100,,Retribuciones complementarias funcionarios,133360.0,133360.0,122900.59
0180,9271,13000,,Retribuciones personal laboral fijo,8626.0,8626.0,40428.87
0180,9271,16000,,Seguridad social a cargo del ayuntamiento,102075.0,102075.0,90546.72
0180,9271,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,5894.0,5894.0,5480.49
0180,9271,22603,,Publicidad,600000.0,600000.0,381347.94
0180,9271,22603,R,Publicidad,0.0,8498.64,8308.9
0180,9271,22612,,Adquisición prensa diaria,25000.0,25000.0,19933.81
0180,9271,22616,,Servicios de asistencia técnica a prensa,20000.0,20000.0,25756.98
0180,9271,22628,,Comunicación audiovisual,10000.0,10000.0,18137.9
0180,9271,22631,,Participación municipal en otras instituciones,28000.0,28000.0,28185.16
0180,9271,22632,,Suscripciones,500.0,500.0,0.0
0180,9271,22634,,Organización de eventos  y gastos de representación,100400.0,100400.0,100311.57
0180,9271,22645,,Anuncios oficiales por ley,200000.0,200000.0,161041.96
0180,9271,22730,,Servicio almacenaje fondos editoriales,20000.0,20000.0,21936.35
0180,9271,22732,,Contratos de prestación de servicios,30000.0,30000.0,27300.85
0180,9271,62505,,Otros enseres,2500.0,21000.0,14523.31
0181,2327,12000,,Retribuciones básicas de funcionarios,70453.0,70453.0,56450.67
0181,2327,12100,,Retribuciones complementarias funcionarios,80718.0,80718.0,68771.72
0181,2327,14100,,Otro personal,37166.0,37166.0,42531.0
0181,2327,16000,,Seguridad social a cargo del ayuntamiento,50078.0,50078.0,50480.1
0181,2327,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,811.0,811.0,0.0
0181,2361,22604,,Estrategia antirumor,36000.0,36000.0,25800.64
0181,2361,22608,,Programa de (in)formación,21066.25,21066.25,7162.2
0181,2361,22610,,Ciudad educadora,17100.0,17100.0,15087.6
0181,2361,22610,R,Ciudad educadora,0.0,4603.68,4603.68
0181,2361,22613,,Traducción e interpretación,28000.0,28000.0,26386.06
0181,2361,22642,,Plan de convivencia y diversidad,131000.0,127000.0,74578.58
0181,2361,41910,,Conv. red vasca antirrumores,5000.0,5000.0,4000.0
0181,2361,41910,R,Conv. red vasca antirrumores,0.0,1000.0,1000.0
0181,2361,48128,,Convenio Arabako Gorrak,22000.0,22000.0,17600.0
0181,2361,48901,,Convocatoria general de subvenciones,60000.0,60000.0,48000.01
0181,2361,48970,,Conv.asoc.Eginaren Eginez,18000.0,18000.0,14400.0
0181,2361,48970,R,Conv.asoc.Eginaren Eginez,0.0,5600.0,5600.0
0181,2361,48983,,Convenio Goian,104000.0,104000.0,83200.0
0181,2361,48983,R,Convenio Goian,0.0,20800.0,20800.0
0210,1502,11000,,Retribuciones personal eventual gabinete,0.0,0.0,44885.13
0210,1502,12000,,Retribuciones básicas de funcionarios,105083.0,105083.0,37836.41
0210,1502,12100,,Retribuciones complementarias funcionarios,147981.0,147981.0,57909.37
0210,1502,14100,,Otro personal,52837.0,52837.0,60722.6
0210,1502,16000,,Seguridad social a cargo del ayuntamiento,62604.0,62604.0,53180.29
0210,1502,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,4079.0,4079.0,3260.1
0210,1502,22004,,Edición y reproducción de cartografía y proyectos,5000.0,5000.0,795.99
0210,1502,22111,,Menaje,2000.0,2000.0,326.2
0210,1502,22205,,"Reuniones,conferencias y congresos",5000.0,5000.0,4240.0
0210,1502,22707,,Asistencias técnicas,4000.0,4000.0,5299.8
0210,1502,23901,,Indemnizaciones jurados expropiación,1000.0,1000.0,0.0
0211,1511,12000,,Retribuciones básicas de funcionarios,196037.0,196037.0,201007.8
0211,1511,12100,,Retribuciones complementarias funcionarios,235124.0,235124.0,247225.91
0211,1511,14100,,Otro personal,107408.0,107408.0,76704.07
0211,1511,16000,,Seguridad social a cargo del ayuntamiento,159400.0,159400.0,150421.1
0211,1511,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,7750.0,7750.0,8567.77
0211,1511,60001,,Expropiaciones y adquisición de suelo,250000.0,250000.0,0.0
0211,1511,60926,,Regularización convenio Obispado aparcamiento catedral,50000.0,50000.0,0.0
0211,1511,61405,,Revisión del catálogo ciudad,70000.0,70000.0,0.0
0211,1511,64202,,Actualizaciones cartográficas,72500.0,72500.0,8361.1
0211,1511,64203,,Honorarios,132000.0,132000.0,0.0
0211,1511,64203,R,Honorarios,0.0,2752.75,0.0
0211,1511,64206,,Revisión PGOU,15000.0,15000.0,757.44
0211,1511,64206,A,Revisión PGOU,0.0,576000.0,0.0
0211,1511,64208,,Revisión plan especial casco histórico,150000.0,150000.0,0.0
0211,1511,64212,,Previsión cuotas urbanización,50000.0,50000.0,0.0
0211,1511,64334,,Honorarios notarios registro regularización propiedades,50000.0,50000.0,1436.32
0213,1512,12000,,Retribuciones básicas de funcionarios,354818.0,354818.0,368444.59
0213,1512,12100,,Retribuciones complementarias funcionarios,476538.0,476538.0,480019.78
0213,1512,14100,,Otro personal,148456.0,148456.0,253586.79
0213,1512,16000,,Seguridad social a cargo del ayuntamiento,278625.0,278625.0,315169.31
0213,1512,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,12041.0,12041.0,17937.98
0213,1512,22620,,Obras subsidiarias y apuntalamiento,10000.0,10000.0,3498.0
0213,1512,22620,A,Obras subsidiarias y apuntalamiento,0.0,39627.67,0.0
0213,1512,22747,,Inspecc técnica edificios intervención Edif. casco histórico,40000.0,40000.0,0.0
0214,1502,62901,,Adquisición equipos,5000.0,5000.0,0.0
0214,1502,64201,,Estudios y proyectos,30000.0,48000.0,17223.58
0214,1502,64201,R,Estudios y proyectos,0.0,16456.0,16456.0
0214,1502,64516,A, Gasteiz Antzokia,0.0,1242850.11,350030.79
0214,3421,62257,,Frontones Beti Jai,105000.0,128570.03,22270.75
0214,3421,62257,A,Frontones Beti Jai,0.0,51740.38,0.0
0214,9211,12000,,Retribuciones básicas de funcionarios,216374.0,216374.0,212789.67
0214,9211,12100,,Retribuciones complementarias funcionarios,259305.0,259305.0,255944.41
0214,9211,14100,,Otro personal,52421.0,52421.0,59755.32
0214,9211,16000,,Seguridad social a cargo del ayuntamiento,144901.0,144901.0,152067.51
0214,9211,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,7847.0,7847.0,9496.34
0214,9211,60202,,Palacio Escoriaza Esquivel,110000.0,110000.0,0.0
0214,9211,60507,,Aramangelu - Abetxuko,1300000.0,1300000.0,0.0
0214,9211,60611,R,Derribo viveros existentes,0.0,13774.15,13756.88
0214,9211,61404,R,Actuaciones en edificios municipales,0.0,799519.05,670023.32
0214,9211,62201,,Reforma edificio complejo gamarra,0.0,552000.0,0.0
0214,9211,62215,,Inversiones en patrimonio municipal,50000.0,50000.0,37165.2
0214,9211,62226,,Rehabilitación viviendas municipales,200000.0,200000.0,0.0
0214,9211,62278,,Centro protección animal,100000.0,330000.0,0.0
0214,9211,62297,,Rehabilitación edificios mples. directiva 2012/2017 UE,250000.0,250000.0,12340.31
0214,9211,64326,,Plan de reactivación del centro urbano,250000.0,250000.0,0.0
0214,9211,64516,R, Gasteiz Antzokia,0.0,1498010.0,0.0
0214,9211,77101,,Reforma campo fútbol Mendizorroza,100000.0,100000.0,0.0
0214,9212,62290,,Reforma Teatro Principal,320000.0,296429.97,22947.53
0216,1502,12000,,Retribuciones básicas de funcionarios,320422.0,320422.0,320689.68
0216,1502,12100,,Retribuciones complementarias funcionarios,382869.0,382869.0,392007.51
0216,1502,14100,,Otro personal,51937.0,51937.0,83607.38
0216,1502,16000,,Seguridad social a cargo del ayuntamiento,217561.0,217561.0,229143.08
0216,1502,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,12559.0,12559.0,11863.74
0218,1741,60150,,Obras en pueblos,150000.0,150000.0,51408.46
0218,1741,60150,R,Obras en pueblos,0.0,48188.18,31116.89
0218,1741,60151,,Cofinanciación obras plan foral,100000.0,0.0,0.0
0218,1741,60700,,Mejora paisajística zona rural,20000.0,20000.0,9616.72
0218,1741,72000,,A la DFA para la ejecución de caminos parcelarios,100000.0,100000.0,33986.06
0218,1741,73401,,Cofinanciación obras plan foral,0.0,100000.0,100000.0
0218,1742,22700,,"Recogida residuos, mantenimiento ELM y cementerios",1150000.0,1150000.0,929669.35
0218,1743,21000,,Infraestructura y bienes naturales,60000.0,50000.0,38181.06
0218,1743,21902,,"Mantenimiento vías forestales, plantaciones y espacios naturales",60000.0,60000.0,38367.47
0218,1743,21902,R,"Mantenimiento vías forestales, plantaciones y espacios naturales",0.0,24.16,24.16
0218,1743,21911,,Mantenimiento jardines núcleos rurales,281405.64,281405.64,260276.72
0218,1743,21911,R,Mantenimiento jardines núcleos rurales,0.0,2828.95,0.0
0218,1743,22111,,Menaje,12000.0,30605.0,19833.6
0218,1743,22145,,Recuperación espacios degradados,30000.0,30000.0,18111.63
0218,1743,22145,R,Recuperación espacios degradados,0.0,67.5,0.0
0218,1749,12000,,Retribuciones básicas de funcionarios,159099.0,159099.0,148810.22
0218,1749,12100,,Retribuciones complementarias funcionarios,226704.0,226704.0,212371.74
0218,1749,13000,,Retribuciones personal laboral fijo,120065.0,120065.0,116812.6
0218,1749,16000,,Seguridad social a cargo del ayuntamiento,142158.0,142158.0,141287.05
0218,1749,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,10387.0,10387.0,9798.62
0218,1749,48112,,Subvenciones Asociación concejos,115000.0,115000.0,92000.0
0218,1749,48112,R,Subvenciones Asociación concejos,0.0,20000.0,20000.0
0218,1749,78919,,Subvenc.para centros sociales,40000.0,40000.0,0.0
022201,1691,12000,,Retribuciones básicas de funcionarios,106825.0,106825.0,139340.8
022201,1691,12100,,Retribuciones complementarias funcionarios,136322.0,136322.0,179541.65
022201,1691,14100,,Otro personal,81375.0,81375.0,38781.88
022201,1691,16000,,Seguridad social a cargo del ayuntamiento,99550.0,99550.0,111794.64
022201,1691,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,7113.0,7113.0,6121.14
022201,1721,60305,,Instalaciones del vertedero Gardelegui,20000.0,20000.0,0.0
022201,1722,62916,,Calidad ambiental del vertedero,75000.0,75000.0,10800.0
022202,1623,60706,,Plan de residuos,85000.0,85000.0,5528.85
022202,1623,60711,,Adecuación vertedero Real Decreto 14/81/2001,1545000.0,1545000.0,13054.81
022202,1623,60711,A,Adecuación vertedero Real Decreto 14/81/2001,0.0,71148.0,71148.0
022202,1623,60711,R,Adecuación vertedero Real Decreto 14/81/2001,0.0,34978.75,0.0
022202,1623,64316,,Plan de acción del mapa estratégico de ruidos,75000.0,75000.0,0.0
022202,1623,64316,R,Plan de acción del mapa estratégico de ruidos,0.0,54563.0,25576.01
022202,1711,60920,A,Infraestructuras verdes,0.0,991.01,0.0
022202,1721,21040,,Mantenimiento y reparación de equipos de control,130000.0,130000.0,34645.37
022202,1721,21040,R,Mantenimiento y reparación de equipos de control,0.0,86432.72,86432.72
022202,1721,22115,,Repuestos y fungibles,5000.0,5000.0,3172.06
022202,1722,12000,,Retribuciones básicas de funcionarios,45589.0,45589.0,1775.03
022202,1722,12100,,Retribuciones complementarias funcionarios,58917.0,58917.0,3583.97
022202,1722,14100,,Otro personal,6295.0,6295.0,0.0
022202,1722,16000,,Seguridad social a cargo del ayuntamiento,24087.0,24087.0,1202.71
022202,1722,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1765.0,1765.0,108.67
022202,1722,48196,,Convenio Gaia,10000.0,10000.0,10000.0
022202,1722,60182,,Proyecto árboles,50000.0,50000.0,15484.5
022202,1722,60182,R,Proyecto árboles,0.0,14679.0,14621.9
022202,1722,60919,,Infraestructuras anillo verde,10000.0,10000.0,9312.0
022202,1722,64321,A,Plan de energías renovables,0.0,54021.66,0.0
022202,1722,64329,,Plan sensibilización ruidos casco medieval,25000.0,25000.0,0.0
022202,1722,64330,,Red de control del ruido,5000.0,5000.0,0.0
022203,1621,22700,,"Contrato Serv. limpieza, recogida y transporte RSU",8829135.04,8983528.72,6782124.16
022203,1621,22700,R,"Contrato Serv. limpieza, recogida y transporte RSU",0.0,1373472.9,1373472.9
022203,1621,22703,,Contrato recogida neumática en casco medieval,1839676.5,1839676.5,1839596.95
022203,1621,22715,,Recogidas selectivas de residuos,600000.0,503000.0,157465.15
022203,1621,22715,R,Recogidas selectivas de residuos,0.0,162483.81,133826.84
022203,1621,22724,,Contrato de explotación de garbigunes,459245.21,569245.21,345946.48
022203,1622,21204,,Mantenimiento de las instalaciones del vertedero,10000.0,10000.0,7493.29
022203,1622,22723,,Contrato explotación del vertedero,1416496.09,1416496.09,1124345.69
022203,1622,64304,,"Honorarios, estudios y proyectos",20000.0,20000.0,2250.0
022203,1622,64318,,Actuaciones conservación diversidad,75000.0,75000.0,45813.68
022203,1622,64318,R,Actuaciones conservación diversidad,0.0,6795.09,6795.08
022203,1623,22111,,Menaje,5000.0,5000.0,1010.07
022203,1623,22702,,Contrato explotación planta RSU Jundiz,8567649.29,8457649.29,7628434.02
022203,1623,22710,,Contrato recogida voluminosos,1044371.23,1044371.23,18029.0
022203,1623,47133,,Convenio fundación vital plásticos 0,20000.0,0.0,0.0
022203,1623,60907,,"Control de calidad agua, aire y suelo",55000.0,55000.0,25990.8
022203,1623,60907,R,"Control de calidad agua, aire y suelo",0.0,16335.0,16335.0
022203,1623,62901,,Adquisición equipos,6000.0,6000.0,4398.83
022203,1631,22700,,Limpieza viaria,16086689.18,16373420.29,12621925.1
022203,1631,22700,R,Limpieza viaria,0.0,2524385.02,2524385.02
022203,1722,12000,,Retribuciones básicas de funcionarios,135832.0,135832.0,166325.02
022203,1722,12100,,Retribuciones complementarias funcionarios,182491.0,182491.0,223997.93
022203,1722,13000,,Retribuciones personal laboral fijo,50019.0,50019.0,13232.03
022203,1722,14100,,Otro personal,0.0,0.0,12221.72
022203,1722,16000,,Seguridad social a cargo del ayuntamiento,107652.0,107652.0,127909.86
022203,1722,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,6433.0,6433.0,6911.72
022204,1711,12000,,Retribuciones básicas de funcionarios,62468.0,62468.0,64215.2
022204,1711,12100,,Retribuciones complementarias funcionarios,80701.0,80701.0,82453.15
022204,1711,13000,,Retribuciones personal laboral fijo,76456.0,76456.0,71966.9
022204,1711,16000,,Seguridad social a cargo del ayuntamiento,61896.0,61896.0,63255.28
022204,1711,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,4066.0,4066.0,4006.1
022204,1711,21073,,Conservación arboreto,20000.0,43550.0,21885.72
022204,1711,21074,,Trabajos de conservación anillo verde exterior,400000.0,400000.0,285262.98
022204,1711,21074,R,Trabajos de conservación anillo verde exterior,0.0,3102.08,0.0
022204,1711,60916,,Agenda local 2030,55000.0,305000.0,14706.75
022204,1711,60916,R,Agenda local 2030,0.0,12100.0,12100.0
022204,1711,64305,,Plan de acción clima energía sostenible,70000.0,70000.0,0.0
022204,1711,64305,R,Plan de acción clima energía sostenible,0.0,19833.33,0.0
022204,1711,64306,R,Anillo solar,0.0,14011.8,14011.8
022204,1711,64319,,Red de control campos electromagnéticos,10000.0,10000.0,0.0
022204,1711,64319,R,Red de control campos electromagnéticos,0.0,3944.5,3944.5
022204,1711,64321,,Plan de energías renovables,100000.0,108528.56,4840.0
022204,1711,64334,,Estrategia de economía circular,55000.0,55000.0,32536.4
022204,1711,64336,,Inversiones transición energética,200000.0,200000.0,4840.0
022301,1691,12000,,Retribuciones básicas de funcionarios,18481.0,18481.0,49756.58
022301,1691,12100,,Retribuciones complementarias funcionarios,21312.0,21312.0,64681.19
022301,1691,14100,,Otro personal,0.0,0.0,85767.0
022301,1691,16000,,Seguridad social a cargo del ayuntamiento,12209.0,12209.0,53067.0
022301,1691,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1324.0,1324.0,2934.09
0320,1301,11000,,Retribuciones personal eventual gabinete,85887.0,85887.0,12334.02
0320,1301,12000,,Retribuciones básicas de funcionarios,41539.0,41539.0,76218.8
0320,1301,12100,,Retribuciones complementarias funcionarios,54302.0,54302.0,98820.41
0320,1301,14100,,Otro personal,29397.0,29397.0,0.0
0320,1301,16000,,Seguridad social a cargo del ayuntamiento,48343.0,48343.0,41515.1
0320,1301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,3908.0,3908.0,2763.74
0330,1301,12000,,Retribuciones básicas de funcionarios,375576.0,375576.0,345170.63
0330,1301,12100,,Retribuciones complementarias funcionarios,483307.0,483307.0,444452.07
0330,1301,14100,,Otro personal,51769.0,51769.0,141783.5
0330,1301,16000,,Seguridad social a cargo del ayuntamiento,266642.0,266642.0,288484.09
0330,1301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,11070.0,11070.0,11561.2
0340,1351,21102,,Gastos de emergencia y nevadas,75000.0,143000.0,130299.61
0340,1351,21300,,Reparación vehículos,55000.0,68000.0,72602.18
0340,1351,21300,R,Reparación vehículos,0.0,15884.93,15884.93
0340,1351,22145,,Gastos sanitarios Coronavirus,0.0,0.0,646.14
0340,1351,22701,,Gastos operativo sanitario de fiestas,13000.0,0.0,0.0
0340,1361,12000,,Retribuciones básicas de funcionarios,1547480.0,1547480.0,1605926.16
0340,1361,12100,,Retribuciones complementarias funcionarios,3099518.0,3099518.0,3171754.05
0340,1361,14100,,Otro personal,721659.0,721659.0,591290.17
0340,1361,16000,,Seguridad social a cargo del ayuntamiento,2036072.0,2036072.0,2174134.25
0340,1361,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,65434.0,65434.0,66979.11
0340,1361,21900,,Renovación y reposición de equipos,60000.0,59770.8,25966.84
0340,1361,21900,R,Renovación y reposición de equipos,0.0,38322.52,38322.52
0340,1361,22105,,Vestuario y uniformes,137500.0,137500.0,32723.04
0340,1361,22111,,"Menaje, útiles y herramientas",25000.0,25000.0,8145.74
0340,1361,22111,R,"Menaje, útiles y herramientas",0.0,12666.08,12666.08
0340,1361,22199,,Otros suministros,15000.0,15000.0,28446.91
0340,1361,22699,,Otros gastos diversos,10000.0,10000.0,6580.03
0340,1361,62400,,Vehículos,50000.0,350000.0,0.0
0340,1361,62400,R,Vehículos,0.0,47101.17,47101.17
0340,1361,62501,,Mobiliario,0.0,18000.0,17455.76
0340,1361,62901,,Adquisición equipos,5000.0,5229.2,5229.2
0350,1321,12000,,Retribuciones básicas de funcionarios,6245547.0,6245547.0,6183564.17
0350,1321,12100,,Retribuciones complementarias funcionarios,12834020.0,12834020.0,11662506.09
0350,1321,14100,,Otro personal,23811.0,23811.0,0.0
0350,1321,16000,,Seguridad social a cargo del ayuntamiento,6835332.0,6835332.0,6688949.31
0350,1321,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,303294.0,303294.0,304602.06
0350,1321,20501,,Renting sist.radiocomunicaciones Tetra,9000.0,9000.0,7134.2
0350,1321,21001,,Seguridad en fiestas Virgen Blanca,2997.0,2997.0,0.0
0350,1321,21300,,Reparación vehículos,65000.0,65000.0,43785.89
0350,1321,21300,R,Reparación vehículos,0.0,10761.74,10761.74
0350,1321,21900,,Renovación y reposición de equipos,50000.0,50000.0,29525.88
0350,1321,21900,A,Renovación y reposición de equipos,0.0,1798.1,1798.1
0350,1321,21900,R,Renovación y reposición de equipos,0.0,5394.35,5394.35
0350,1321,21905,,Manten.scanner seguridad y USP,7500.0,7500.0,3297.81
0350,1321,22105,,Vestuario y uniformes,245000.0,245000.0,53977.12
